,period,post.treat,unit_id,gain_rate_fol,gain_rate_non,ts
272,732.0,0,1581,1.2024929396485972e-05,4.2779577371999227e-07,0
273,750.0,0,1581,1.7178470566408533e-05,8.555915474399845e-07,0
274,754.0,0,1581,8.589235283204266e-06,2.994570416039946e-06,0
275,733.0,0,1581,5.153541169922559e-06,0.0,0
276,743.0,0,1581,3.951048230273962e-05,2.994570416039946e-06,0
277,740.0,0,1581,3.4356941132817063e-06,8.555915474399845e-07,0
278,755.0,0,1581,0.0001425813057011,1.711183094879969e-06,0
279,749.0,0,1581,2.233201173633109e-05,0.0,0
280,750.0,0,1582,0.0,4.2779577371999227e-07,0
281,757.0,0,1582,0.0,4.2779577371999227e-07,0
282,739.0,0,1582,3.4356941132817063e-06,4.2779577371999227e-07,0
283,734.0,0,1582,3.4356941132817063e-06,4.2779577371999227e-07,0
284,738.0,0,1582,5.153541169922559e-06,0.0,0
285,749.0,0,1582,1.7178470566408532e-06,8.555915474399845e-07,0
286,758.0,0,1582,0.0,4.2779577371999227e-07,0
287,740.0,0,1582,5.153541169922559e-06,8.555915474399845e-07,0
288,735.0,0,1582,0.0,0.0,0
289,732.0,0,1582,3.4356941132817063e-06,4.2779577371999227e-07,0
290,751.0,0,1582,1.7178470566408532e-06,8.555915474399845e-07,0
291,755.0,0,1582,3.4356941132817063e-06,4.2779577371999227e-07,0
292,743.0,0,1582,1.7178470566408532e-06,4.2779577371999227e-07,0
293,742.0,0,1582,3.4356941132817063e-06,0.0,0
294,287.0,0,1583,1.7178470566408532e-06,8.555915474399845e-07,0
295,281.0,0,1583,0.0,0.0,0
296,279.0,0,1583,0.0,0.0,0
297,285.0,0,1583,0.0,4.2779577371999227e-07,0
298,301.0,0,1583,0.0,0.0,0
299,296.0,0,1583,0.0,0.0,0
300,284.0,0,1583,0.0,4.2779577371999227e-07,0
301,293.0,0,1583,0.0,0.0,0
302,295.0,0,1583,0.0,0.0,0
303,294.0,0,1583,0.0,0.0,0
304,278.0,0,1583,0.0,0.0,0
305,286.0,0,1583,0.0,3.850161963479931e-06,0
306,291.0,0,1583,0.0,4.2779577371999227e-07,0
307,289.0,0,1583,0.0,0.0,0
308,292.0,0,1584,0.0,6.844732379519876e-06,0
309,283.0,0,1584,3.4356941132817063e-06,3.422366189759938e-05,0
