"","term","estimate","std.error","statistic","p.value"
"1","ts::-13:treat",0.0160596571287068,0.119715496325054,0.134148523973047,0.89328512979523
"2","ts::-12:treat",0.215003345358506,0.163575447279977,1.31439863948838,0.18871208808182
"3","ts::-11:treat",0.619631133072058,0.364692413757164,1.69905133668245,0.0893095112762122
"4","ts::-10:treat",0.572223708034467,0.333160640737492,1.71756095428253,0.085876727409668
"5","ts::-9:treat",0.00840889711607311,0.174948973472043,0.0480648554214972,0.96166455512785
"6","ts::-8:treat",-0.142673237590945,0.161052974537093,-0.885877693355397,0.375683437601936
"7","ts::-7:treat",0.0535944210508385,0.156032328093143,0.343482800685032,0.731235277744344
"8","ts::-6:treat",0.134572660529529,0.156021139482453,0.862528379012796,0.388396823377785
"9","ts::-5:treat",0.200012409340578,0.219766138613609,0.910114772923401,0.362761984449599
"10","ts::-4:treat",0.26730303237943,0.163079191272913,1.63909957053992,0.10119252449057
"11","ts::-3:treat",0.335640100326012,0.202778489574092,1.65520564351267,0.097882790860061
"12","ts::-2:treat",0.147531632884495,0.21061729587081,0.70047254321881,0.483632246302004
"13","ts::-1:treat",0.308596516321867,0.19700493704173,1.56644052152104,0.117245522762152
"14","ts::0:treat",0.27132978004691,0.200426461243079,1.3537622645437,0.17581223624315
"15","ts::1:treat",0.542740835078412,0.294369234767944,1.8437417059098,0.0652207918609198
"16","ts::2:treat",-0.319145627615605,0.284578843005936,-1.12146645985537,0.26208936051889
"17","ts::3:treat",-0.0393185404912816,0.215432954479457,-0.182509405704831,0.855182973638976
"18","ts::4:treat",0.0445690298144892,0.214670341021996,0.207616150430033,0.835528692919015
"19","ts::5:treat",0.0845424588869795,0.226047619868116,0.37400287132554,0.708402179948619
"20","ts::6:treat",0.099305362562278,0.210723032287029,0.471260125124872,0.637454987140009
"21","ts::7:treat",-0.016149191979356,0.196617637384146,-0.0821350118646994,0.934539351729005
"22","ts::8:treat",0.0499204095702986,0.204170522786763,0.244503510540725,0.806840883449814
"23","ts::9:treat",0.102368532337943,0.186091516637097,0.550097791602048,0.582252301322579
"24","ts::10:treat",-0.0260603565309478,0.202960534991801,-0.128401102864656,0.897831558422636
"25","ts::11:treat",0.2184448697553,0.217316496392268,1.005192304228,0.314804260138031
"26","ts::12:treat",0.208714569469974,0.213252151143367,0.978721988739323,0.327717364319602
"27","ts::13:treat",-0.0789084195710885,0.215805956554724,-0.365645234407972,0.714629816790578
