"","term","estimate","std.error","statistic","p.value"
"1","ts::-13:treat",0.0203743749470209,0.0832656436935358,0.244691256120111,0.806695498877962
"2","ts::-12:treat",0.0884389911200109,0.145838670042207,0.606416604693501,0.544238144981523
"3","ts::-11:treat",0.42953881680096,0.281148701741287,1.5277993963359,0.126562352204656
"4","ts::-10:treat",0.784966587262792,0.247385875326457,3.17304529301411,0.00150848989298351
"5","ts::-9:treat",0.579540700114755,0.257600602735119,2.24976453456002,0.0244638964523072
"6","ts::-8:treat",0.582321305731196,0.258090302156363,2.25626961131766,0.0240537513277749
"7","ts::-7:treat",-0.0129576236380457,0.262106392766906,-0.0494365036322067,0.960571438022132
"8","ts::-6:treat",0.0590623101437243,0.26539196928229,0.222547465559899,0.823887727370418
"9","ts::-5:treat",0.355779297628755,0.264722737487587,1.3439695471774,0.178958234621323
"10","ts::-4:treat",0.175844313967637,0.251890669894853,0.698097766150051,0.48511605500603
"11","ts::-3:treat",0.553523700145498,0.476551871586626,1.16151825886782,0.245431202224579
"12","ts::-2:treat",0.160672974046262,0.258061383279245,0.622615332850476,0.533537332887724
"13","ts::-1:treat",0.391139028581802,0.313921508109745,1.24597715822983,0.212772781117173
"14","ts::0:treat",2.30889138793571,0.322905726088774,7.15035752354834,8.65521754171886e-13
"15","ts::1:treat",1.6693120515797,0.414391966452761,4.02834076603652,5.61718861527166e-05
"16","ts::2:treat",1.09833191077675,0.262583597961253,4.18278947849144,2.87954014138483e-05
"17","ts::3:treat",0.859968501963968,0.272572206940316,3.15501169989892,0.0016049166923602
"18","ts::4:treat",0.840355523933815,0.25367585163663,3.31271391625228,0.000923954376708796
"19","ts::5:treat",0.665535891404525,0.228930455124805,2.9071531397677,0.00364734591644737
"20","ts::6:treat",0.713118783914394,0.309182978047275,2.30646198059894,0.0210848321705155
"21","ts::7:treat",0.46471040785522,0.311230940404085,1.49313692029419,0.135401349900547
"22","ts::8:treat",0.805583598981285,0.308499486367252,2.611296402686,0.00901996784680161
"23","ts::9:treat",0.903299516409469,0.312491201257272,2.89063984129841,0.00384458441251467
"24","ts::10:treat",1.07951885217997,0.397752443781296,2.71404706384041,0.00664667226134036
"25","ts::11:treat",1.4395105606206,0.372037972654649,3.86925708241306,0.000109167486716566
"26","ts::12:treat",1.19128132304313,0.364400195691509,3.26915665010135,0.00107868564215336
"27","ts::13:treat",1.10476754359004,0.431718751954642,2.55899827975532,0.0104974260856218
