"","term","estimate","std.error","statistic","p.value"
"1","ts::-13:treat",0.0682840835792295,0.0668731970125004,1.02109793803436,0.307208039934681
"2","ts::-12:treat",0.254389065790988,0.174418731342017,1.45849625114035,0.144703807708983
"3","ts::-11:treat",0.0884388264503524,0.110789359821787,0.798261011640584,0.424719038300174
"4","ts::-10:treat",0.0709708990978424,0.101841113642297,0.6968786628465,0.485878731982065
"5","ts::-9:treat",0.257976674706626,0.178417781306998,1.44591347799989,0.14820147110929
"6","ts::-8:treat",0.338016660850948,0.205509023891928,1.64477770586222,0.100015661318167
"7","ts::-7:treat",0.340883912795526,0.254567199768892,1.33907240644119,0.180547102429722
"8","ts::-6:treat",0.0130747244008878,0.172383421843736,0.075846762183082,0.939541012402099
"9","ts::-5:treat",-0.0378156526487434,0.145453141648152,-0.259985121120441,0.794875250691475
"10","ts::-4:treat",-0.0275475982904615,0.131005807073248,-0.210277688492534,0.833450947999665
"11","ts::-3:treat",0.0253415053161176,0.147174008728152,0.172187368782802,0.863290227822927
"12","ts::-2:treat",0.0493577443756267,0.13459144210794,0.366722754453012,0.713825831742838
"13","ts::-1:treat",0.452929701292292,0.133368360657357,3.39608059257724,0.000683582289886744
"14","ts::0:treat",0.622559749161418,0.129977353944908,4.78975552483777,1.66984633652771e-06
"15","ts::1:treat",0.21797438605423,0.122256480140484,1.78292705469483,0.0745981783697617
"16","ts::2:treat",0.0147376053226923,0.123461851823159,0.119369708983483,0.904982458406816
"17","ts::3:treat",0.0340310827710857,0.115531597747248,0.294560825217155,0.768329391922918
"18","ts::4:treat",0.0120966095452799,0.125909322231038,0.096073978724809,0.92346181765834
"19","ts::5:treat",-0.034699946923319,0.130177058040409,-0.266559618458636,0.789808250696425
"20","ts::6:treat",-0.0273599839122662,0.123217606101945,-0.222046059632336,0.8242780277785
"21","ts::7:treat",0.0587216797602462,0.148154290133893,0.396354906139925,0.69184322747303
"22","ts::8:treat",0.140566021774496,0.14773541902336,0.951471371616511,0.341365144593994
"23","ts::9:treat",0.282242787672994,0.236601871124607,1.19290175657297,0.23290785122026
"24","ts::10:treat",-0.0083008977795835,0.151048819797175,-0.054955065459828,0.956174262228395
"25","ts::11:treat",-0.0205572937115079,0.150051993287773,-0.137001137146394,0.891029896274858
"26","ts::12:treat",-0.0714706142493326,0.15784919851841,-0.452777808947804,0.650708744441165
"27","ts::13:treat",-0.11749474864493,0.157970140619757,-0.743778211401015,0.457010663912152
