"","term","estimate","std.error","statistic","p.value"
"1","ts::-13:treat",-0.209914058353837,0.0723437446082589,-2.90162002935458,0.00371238528873827
"2","ts::-12:treat",-0.374867914403402,0.15688961977924,-2.38937359228023,0.016877130589097
"3","ts::-11:treat",-0.310373164174222,0.187481859929896,-1.6554837054117,0.097826419039139
"4","ts::-10:treat",-0.216318672226801,0.191322624834323,-1.13064867479277,0.258202991838319
"5","ts::-9:treat",-0.244571831852791,0.190934866843243,-1.28091760240723,0.200222609349279
"6","ts::-8:treat",-0.321923313895505,0.174952639886814,-1.84005976762497,0.0657594630991143
"7","ts::-7:treat",-0.27091198669822,0.205159177077919,-1.32049655568334,0.18666928524107
"8","ts::-6:treat",-0.0832776250950086,0.197502606867568,-0.421653295699783,0.673278099067246
"9","ts::-5:treat",-0.336367731814602,0.180873825345035,-1.85968163814165,0.0629305813855239
"10","ts::-4:treat",-0.35259063015047,0.18001639922537,-1.95865838705643,0.0501528068559369
"11","ts::-3:treat",-0.3394748171586,0.198869689650423,-1.70702140560151,0.0878180738412051
"12","ts::-2:treat",0.154229786539156,0.204810972248403,0.753034785422043,0.451429011088352
"13","ts::-1:treat",0.150659325563536,0.166145905662109,0.906789276348055,0.364518241792744
"14","ts::0:treat",0.645436323416045,0.185880411357425,3.47232028755816,0.000515980344075684
"15","ts::1:treat",0.122352121792265,0.176964145801192,0.691394978560907,0.489317358849066
"16","ts::2:treat",-0.0314333375652669,0.170832655514433,-0.184000754835841,0.85401286275973
"17","ts::3:treat",0.0718807543658284,0.173194907134956,0.415028106512497,0.678121327817514
"18","ts::4:treat",0.0355164879704138,0.186470719075951,0.190466836543637,0.848943328076355
"19","ts::5:treat",0.0352664741289666,0.187591364010627,0.187996256197427,0.850879585978867
"20","ts::6:treat",0.0622357810670943,0.183030302526448,0.340029930607263,0.733833988070813
"21","ts::7:treat",-0.136295619657457,0.189474231407091,-0.719335915207498,0.471933971975722
"22","ts::8:treat",-0.17077719589439,0.193452476921642,-0.882786297761196,0.377351745134424
"23","ts::9:treat",-0.0317713904177384,0.176307726572902,-0.18020418636957,0.856992271988097
"24","ts::10:treat",0.0586101567901934,0.174717666851982,0.33545638426964,0.737280840801963
"25","ts::11:treat",0.144894560160359,0.183378776226673,0.790138112718429,0.429447113856112
"26","ts::12:treat",-0.0174103319483801,0.169476218863756,-0.102730235929894,0.918177075792077
"27","ts::13:treat",0.144751593206813,0.166362748622559,0.870096186828596,0.384247841376326
