"","term","estimate","std.error","statistic","p.value"
"1","ts::-13:treat",113.866793793291,59.6586501281595,1.90863845475352,0.0565385075915303
"2","ts::-12:treat",107.955854765111,80.8883925152774,1.33462727355747,0.182242388885856
"3","ts::-11:treat",16.5202437270687,88.380367065268,0.186922099054744,0.851752166753471
"4","ts::-10:treat",38.5876490085662,98.3657962572643,0.392287263223537,0.694913118358084
"5","ts::-9:treat",99.3261919196562,75.8022674770062,1.3103327278407,0.190324985942543
"6","ts::-8:treat",69.6098389653662,91.9860017146737,0.756743826971468,0.449346529104289
"7","ts::-7:treat",109.548532518427,84.570048856039,1.29535851049238,0.19543671492321
"8","ts::-6:treat",159.56616647215,74.4601821309608,2.1429730885093,0.0323086391480215
"9","ts::-5:treat",164.517305425427,74.8209430623018,2.19881357668049,0.0280745947728419
"10","ts::-4:treat",136.183668503921,77.5591504062845,1.7558684925059,0.0793567437359562
"11","ts::-3:treat",142.165533466369,91.443663138712,1.55467889831487,0.120276713262108
"12","ts::-2:treat",109.600115426817,95.9877684834649,1.14181334932999,0.253751166920262
"13","ts::-1:treat",342.429578164047,180.783920809996,1.89413735817768,0.0584383798281375
"14","ts::0:treat",588.646567416213,169.384339791775,3.47521245553064,0.000528001783949818
"15","ts::1:treat",213.307866030821,86.534614830905,2.46500046770463,0.0138354831248392
"16","ts::2:treat",109.967153334557,87.3453579473146,1.25899253170257,0.208269033663619
"17","ts::3:treat",99.3794167490122,89.3088734756675,1.1127608364256,0.266025965598573
"18","ts::4:treat",35.698736351757,103.788982921512,0.343954968503289,0.730938233185887
"19","ts::5:treat",78.857200093477,90.8780438369905,0.867725544741307,0.385711816229527
"20","ts::6:treat",87.478660232088,96.1004948215587,0.910283140524096,0.362849403708083
"21","ts::7:treat",139.973421154797,84.0007227956028,1.66633591350626,0.0958980690838048
"22","ts::8:treat",130.573358314978,91.4894888857655,1.42719518826925,0.153774389131601
"23","ts::9:treat",172.513513573893,85.631690201433,2.01459895475713,0.044161367395947
"24","ts::10:treat",122.65032886718,92.9391292024772,1.3196845066191,0.187182987153701
"25","ts::11:treat",86.6601973333975,105.637945608373,0.820351028546782,0.412173056964479
"26","ts::12:treat",163.323872674265,88.3418935587472,1.84877034094424,0.0647279414616279
"27","ts::13:treat",131.222410300333,101.652148173661,1.29089657875361,0.196979193595621
