,unit_id,ever_treated,ts,gain_rate,time_period
0,1,False,-14,0.0,755.0
1,1,False,-13,0.0,756.0
2,1,False,-12,0.0,757.0
3,1,False,-11,0.0,758.0
4,1,False,-10,0.0,759.0
5,1,False,-9,0.0,760.0
6,1,False,-8,0.0,761.0
7,1,False,-7,0.0,762.0
8,1,False,-6,0.0,763.0
9,1,False,-5,0.0,764.0
10,1,False,-4,0.0,765.0
11,1,False,-3,0.0,766.0
12,1,False,-2,0.0,767.0
13,1,False,-1,0.0,768.0
14,1,False,0,0.0,769.0
15,1,False,1,2.0,770.0
16,1,False,2,0.0,771.0
17,1,False,3,0.0,772.0
18,1,False,4,0.0,773.0
19,1,False,5,0.0,774.0
20,1,False,6,0.0,775.0
21,1,False,7,0.0,776.0
22,1,False,8,0.0,777.0
23,1,False,9,0.0,778.0
24,1,False,10,0.0,779.0
25,1,False,11,0.0,780.0
26,1,False,12,0.0,781.0
27,1,False,13,0.0,782.0
28,1,True,-14,0.0,755.0
29,1,True,-13,0.0,756.0
30,1,True,-12,0.0,757.0
31,1,True,-11,0.0,758.0
32,1,True,-10,0.0,759.0
33,1,True,-9,0.0,760.0
34,1,True,-8,0.0,761.0
35,1,True,-7,0.0,762.0
36,1,True,-6,0.0,763.0
37,1,True,-5,0.0,764.0
38,1,True,-4,0.0,765.0
39,1,True,-3,0.0,766.0
40,1,True,-2,0.0,767.0
41,1,True,-1,0.0,768.0
42,1,True,0,0.0,769.0
43,1,True,1,0.0,770.0
44,1,True,2,0.0,771.0
45,1,True,3,0.0,772.0
46,1,True,4,0.0,773.0
47,1,True,5,0.0,774.0
48,1,True,6,0.0,775.0
49,1,True,7,0.0,776.0
50,1,True,8,0.0,777.0
51,1,True,9,0.0,778.0
52,1,True,10,0.0,779.0
53,1,True,11,0.0,780.0
54,1,True,12,0.0,781.0
55,1,True,13,0.0,782.0
56,2,False,-14,2186.0,554.0
57,2,False,-13,1958.0,555.0
58,2,False,-12,2189.0,556.0
59,2,False,-11,1159.0,557.0
60,2,False,-10,1171.0,558.0
61,2,False,-9,596.0,559.0
62,2,False,-8,576.0,560.0
