,unit_id,ever_treated,ts,gain_rate,time_period
0,0,False,-14,1.0,871.0
1,0,False,-13,2.0,872.0
2,0,False,-12,0.0,873.0
3,0,False,-11,0.0,874.0
4,0,False,-10,2.0,875.0
5,0,False,-9,1.0,876.0
6,0,False,-8,1.0,877.0
7,0,False,-7,1.0,878.0
8,0,False,-6,0.0,879.0
9,0,False,-5,0.0,880.0
10,0,False,-4,0.0,881.0
11,0,False,-3,2.0,882.0
12,0,False,-2,0.0,883.0
13,0,False,-1,0.0,884.0
14,0,False,0,1.0,885.0
15,0,False,1,3.0,886.0
16,0,False,2,0.0,887.0
17,0,False,3,2.0,888.0
18,0,False,4,0.0,889.0
19,0,False,5,0.0,890.0
20,0,False,6,0.0,891.0
21,0,False,7,0.0,892.0
22,0,False,8,0.0,893.0
23,0,False,9,0.0,894.0
24,0,False,10,0.0,895.0
25,0,False,11,1.0,896.0
26,0,False,12,0.0,897.0
27,0,False,13,0.0,898.0
28,0,True,-14,0.0,871.0
29,0,True,-13,0.0,872.0
30,0,True,-12,0.0,873.0
31,0,True,-11,0.0,874.0
32,0,True,-10,2.0,875.0
33,0,True,-9,1.0,876.0
34,0,True,-8,1.0,877.0
35,0,True,-7,0.0,878.0
36,0,True,-6,0.0,879.0
37,0,True,-5,0.0,880.0
38,0,True,-4,0.0,881.0
39,0,True,-3,0.0,882.0
40,0,True,-2,0.0,883.0
41,0,True,-1,0.0,884.0
42,0,True,0,3.0,885.0
43,0,True,1,0.0,886.0
44,0,True,2,0.0,887.0
45,0,True,3,0.0,888.0
46,0,True,4,0.0,889.0
47,0,True,5,0.0,890.0
48,0,True,6,0.0,891.0
49,0,True,7,0.0,892.0
50,0,True,8,0.0,893.0
51,0,True,9,0.0,894.0
52,0,True,10,0.0,895.0
53,0,True,11,0.0,896.0
54,0,True,12,0.0,897.0
55,0,True,13,0.0,898.0
56,1,False,-14,375.0,826.0
57,1,False,-13,44.0,827.0
58,1,False,-12,32.0,828.0
59,1,False,-11,767.0,829.0
60,1,False,-10,144.0,830.0
61,1,False,-9,416.0,831.0
62,1,False,-8,105.0,832.0
63,1,False,-7,54.0,833.0
64,1,False,-6,34.0,834.0
65,1,False,-5,32.0,835.0
66,1,False,-4,40.0,836.0
67,1,False,-3,29.0,837.0
68,1,False,-2,34.0,838.0
69,1,False,-1,812.0,839.0
70,1,False,0,367.0,840.0
71,1,False,1,85.0,841.0
72,1,False,2,211.0,842.0
73,1,False,3,422.0,843.0
74,1,False,4,999.0,844.0
75,1,False,5,937.0,845.0
76,1,False,6,124.0,846.0
77,1,False,7,71.0,847.0
78,1,False,8,95.0,848.0
79,1,False,9,71.0,849.0
80,1,False,10,504.0,850.0
81,1,False,11,211.0,851.0
82,1,False,12,392.0,852.0
83,1,False,13,176.0,853.0
84,1,True,-14,35.0,826.0
85,1,True,-13,2.0,827.0
86,1,True,-12,1.0,828.0
87,1,True,-11,65.0,829.0
88,1,True,-10,5.0,830.0
89,1,True,-9,24.0,831.0
90,1,True,-8,3.0,832.0
91,1,True,-7,0.0,833.0
92,1,True,-6,1.0,834.0
93,1,True,-5,2.0,835.0
94,1,True,-4,3.0,836.0
95,1,True,-3,5.0,837.0
96,1,True,-2,1.0,838.0
97,1,True,-1,102.0,839.0
98,1,True,0,141.0,840.0
99,1,True,1,4.0,841.0
100,1,True,2,20.0,842.0
101,1,True,3,37.0,843.0
102,1,True,4,104.0,844.0
103,1,True,5,92.0,845.0
104,1,True,6,6.0,846.0
105,1,True,7,9.0,847.0
106,1,True,8,8.0,848.0
107,1,True,9,4.0,849.0
108,1,True,10,38.0,850.0
109,1,True,11,12.0,851.0
110,1,True,12,37.0,852.0
111,1,True,13,14.0,853.0
112,2,False,-14,74.0,764.0
113,2,False,-13,36.0,765.0
114,2,False,-12,25.0,766.0
115,2,False,-11,22.0,767.0
116,2,False,-10,11.0,768.0
117,2,False,-9,21.0,769.0
118,2,False,-8,50.0,770.0
119,2,False,-7,134.0,771.0
120,2,False,-6,68.0,772.0
121,2,False,-5,18.0,773.0
122,2,False,-4,32.0,774.0
123,2,False,-3,24.0,775.0
124,2,False,-2,47.0,776.0
125,2,False,-1,79.0,777.0
126,2,False,0,45.0,778.0
127,2,False,1,49.0,779.0
128,2,False,2,67.0,780.0
129,2,False,3,49.0,781.0
130,2,False,4,13.0,782.0
131,2,False,5,67.0,783.0
132,2,False,6,22.0,784.0
133,2,False,7,11.0,785.0
134,2,False,8,11.0,786.0
135,2,False,9,36.0,787.0
136,2,False,10,42.0,788.0
137,2,False,11,19.0,789.0
138,2,False,12,39.0,790.0
139,2,False,13,47.0,791.0
140,2,True,-14,26.0,764.0
141,2,True,-13,13.0,765.0
142,2,True,-12,18.0,766.0
143,2,True,-11,5.0,767.0
144,2,True,-10,3.0,768.0
145,2,True,-9,11.0,769.0
146,2,True,-8,27.0,770.0
147,2,True,-7,87.0,771.0
148,2,True,-6,49.0,772.0
149,2,True,-5,15.0,773.0
150,2,True,-4,12.0,774.0
151,2,True,-3,13.0,775.0
152,2,True,-2,26.0,776.0
153,2,True,-1,26.0,777.0
154,2,True,0,22.0,778.0
155,2,True,1,22.0,779.0
156,2,True,2,6.0,780.0
157,2,True,3,18.0,781.0
158,2,True,4,3.0,782.0
159,2,True,5,30.0,783.0
160,2,True,6,4.0,784.0
161,2,True,7,6.0,785.0
162,2,True,8,3.0,786.0
163,2,True,9,12.0,787.0
164,2,True,10,16.0,788.0
165,2,True,11,4.0,789.0
166,2,True,12,17.0,790.0
167,2,True,13,25.0,791.0
168,3,False,-14,0.0,197.0
169,3,False,-13,1.0,198.0
170,3,False,-12,0.0,199.0
171,3,False,-11,1.0,200.0
172,3,False,-10,0.0,201.0
173,3,False,-9,1.0,202.0
174,3,False,-8,0.0,203.0
175,3,False,-7,0.0,204.0
176,3,False,-6,0.0,205.0
177,3,False,-5,2.0,206.0
178,3,False,-4,0.0,207.0
179,3,False,-3,2.0,208.0
180,3,False,-2,0.0,209.0
181,3,False,-1,0.0,210.0
